"phrase_id","target_phoneme","target_word_indexes","target_syllable_indexes","phonetic_variant","text","cmu_phonetics","pronounciation_guide","syllable_parts","stress_category","words","syllabified_words","cmu","gibberish","audio_id","audio_file_url","gender"
"txyhrrejkj","null","[3]","[0]","null","I like having *diverse* responsibilities.","AY1 L_AY1_K HH_AE1|V_IH0_NG D_AY0|V_ER1_S R_IY0_S|P_AA2_N|S_AH0|B_IH1|L_AH0|T_IY0_Z","ay l_ay_k h_a|v_i_ng d_ay|v_uhr_s r_ee_s|p_o_n|s_uh|b_i|l_uh|t_ee_z","I like hav|ing di|verse res|pon|si|bi|li|ties","HIGHLIGHT","[""I"",""like"",""having"",""*diverse*"",""responsibilities.""]","[""I"",""like"",""hav|ing"",""di|verse"",""res|pon|si|bi|li|ties""]","[""AY1"",""L_AY1_K"",""HH_AE1|V_IH0_NG"",""D_AY0|V_ER1_S"",""R_IY0_S|P_AA2_N|S_AH0|B_IH1|L_AH0|T_IY0_Z""]","[""ay"",""l_ay_k"",""h_a|v_i_ng"",""d_ay|v_uhr_s"",""r_ee_s|p_o_n|s_uh|b_i|l_uh|t_ee_z""]","IY2F6ZLOFVDUEX3UGFPTKMA","F4/txyhrrejkj__F4_en-GB_t1_50.mp3","FEMALE"
"kjcjykvqqj","null","[3]","[0]","null","No, they're in *Berlin*.","N_OW1 DH_EH1_R IH0_N B_ER0|L_IH1_N","n_ow th_e_r i_n b_uhr|l_i_n","No they're in Ber|lin","CORRECTION","[""No,"",""they''re"",""in"",""*Berlin*.""]","[""No"",""they''re"",""in"",""Ber|lin""]","[""N_OW1"",""DH_EH1_R"",""IH0_N"",""B_ER0|L_IH1_N""]","[""n_ow"",""th_e_r"",""i_n"",""b_uhr|l_i_n""]","IY2F6ZLOFVDUEX3UGFPTKMQ","F4/kjcjykvqqj__F4_en-GB_t1_52.mp3","FEMALE"
"tzqbtcgfwa","null","[5]","[0]","null","Someone who can work from *anywhere*.","S_AH1_M|W_AH2_N HH_UW1 K_AE1_N W_ER1_K F_R_AH1_M EH1|N_IY0|W_EH2_R","s_uh_m|w_uh_n h_oo k_a_n w_uhr_k f_r_uh_m e|n_ee|w_e_r","Some|one who can work from an|y|where","HIGHLIGHT","[""Someone"",""who"",""can"",""work"",""from"",""*anywhere*.""]","[""Some|one"",""who"",""can"",""work"",""from"",""an|y|where""]","[""S_AH1_M|W_AH2_N"",""HH_UW1"",""K_AE1_N"",""W_ER1_K"",""F_R_AH1_M"",""EH1|N_IY0|W_EH2_R""]","[""s_uh_m|w_uh_n"",""h_oo"",""k_a_n"",""w_uhr_k"",""f_r_uh_m"",""e|n_ee|w_e_r""]","IY2F6ZLOFVDUEX3UGFPTKNA","F4/tzqbtcgfwa__F4_en-GB_t1_54.mp3","FEMALE"
"xjrwmhtrhe","null","[6]","[0]","null","No, assets are listed on the *right* side.","N_OW1 AE1|S_EH2_T_S AA1_R L_IH1_S|T_IH0_D AA1_N DH_AH0 R_AY1_T S_AY1_D","n_ow a|s_e_t_s o_r l_i_s|t_i_d o_n th_uh r_ay_t s_ay_d","No as|sets are list|ed on the right side","CORRECTION","[""No,"",""assets"",""are"",""listed"",""on"",""the"",""*right*"",""side.""]","[""No"",""as|sets"",""are"",""list|ed"",""on"",""the"",""right"",""side""]","[""N_OW1"",""AE1|S_EH2_T_S"",""AA1_R"",""L_IH1_S|T_IH0_D"",""AA1_N"",""DH_AH0"",""R_AY1_T"",""S_AY1_D""]","[""n_ow"",""a|s_e_t_s"",""o_r"",""l_i_s|t_i_d"",""o_n"",""th_uh"",""r_ay_t"",""s_ay_d""]","IY2F6ZLOFVDUEX3UGFPTKNQ","F4/xjrwmhtrhe__F4_en-GB_t1_56.mp3","FEMALE"
"jkxgaxknth","null","[2]","[0]","null","We were *so* close to meeting our targets!","W_IY1 W_ER1 S_OW1 K_L_OW1_S T_UW1 M_IY1|T_IH0_NG AW1_R T_AA1_R|G_AH0_T_S","w_ee w_uhr s_ow k_l_ow_s t_oo m_ee|t_i_ng au_r t_o_r|g_uh_t_s","We were so close to meet|ing our tar|gets","EMOTION","[""We"",""were"",""*so*"",""close"",""to"",""meeting"",""our"",""targets!""]","[""We"",""were"",""so"",""close"",""to"",""meet|ing"",""our"",""tar|gets""]","[""W_IY1"",""W_ER1"",""S_OW1"",""K_L_OW1_S"",""T_UW1"",""M_IY1|T_IH0_NG"",""AW1_R"",""T_AA1_R|G_AH0_T_S""]","[""w_ee"",""w_uhr"",""s_ow"",""k_l_ow_s"",""t_oo"",""m_ee|t_i_ng"",""au_r"",""t_o_r|g_uh_t_s""]","IY2F6ZLOFVDUEX3UGFPTKOA","F4/jkxgaxknth__F4_en-GB_t1_58.mp3","FEMALE"
"hqvnehxccv","null","[5]","[0]","null","No, I work in the *marketing* department.","N_OW1 AY1 W_ER1_K IH0_N DH_AH0 M_AA1_R|K_AH0|T_IH0_NG D_IH0|P_AA1_R|T_M_AH0_N_T","n_ow ay w_uhr_k i_n th_uh m_o_r|k_uh|t_i_ng d_i|p_o_r|t_m_uh_n_t","No I work in the mar|ket|ing de|part|ment","CORRECTION","[""No,"",""I"",""work"",""in"",""the"",""*marketing*"",""department.""]","[""No"",""I"",""work"",""in"",""the"",""mar|ket|ing"",""de|part|ment""]","[""N_OW1"",""AY1"",""W_ER1_K"",""IH0_N"",""DH_AH0"",""M_AA1_R|K_AH0|T_IH0_NG"",""D_IH0|P_AA1_R|T_M_AH0_N_T""]","[""n_ow"",""ay"",""w_uhr_k"",""i_n"",""th_uh"",""m_o_r|k_uh|t_i_ng"",""d_i|p_o_r|t_m_uh_n_t""]","IY2F6ZLOFVDUEX3UGFPTM","F4/hqvnehxccv__F4_en-GB_t1_6.mp3","FEMALE"
"ujbtbhvskr","null","[2]","[0]","null","He's our *payroll* accountant.","HH_IY1_Z AW1_R P_EY1|R_OW2_L AH0|K_AW1_N|T_AH0_N_T","h_ee_z au_r p_ey|r_ow_l uh|k_au_n|t_uh_n_t","He's our pay|roll ac|count|ant","HIGHLIGHT","[""He''s"",""our"",""*payroll*"",""accountant.""]","[""He''s"",""our"",""pay|roll"",""ac|count|ant""]","[""HH_IY1_Z"",""AW1_R"",""P_EY1|R_OW2_L"",""AH0|K_AW1_N|T_AH0_N_T""]","[""h_ee_z"",""au_r"",""p_ey|r_ow_l"",""uh|k_au_n|t_uh_n_t""]","IY2F6ZLOFVDUEX3UGFPTMMA","F4/ujbtbhvskr__F4_en-GB_t1_60.mp3","FEMALE"
"nnbyrhvqcq","null","[2]","[0]","null","I am *convinced* there are other solutions.","AY1 AE1_M K_AH0_N|V_IH1_N_S_T DH_EH1_R AA1_R AH1|DH_ER0 S_AH0|L_UW1|SH_AH0_N_Z","ay a_m k_uh_n|v_i_n_s_t th_e_r o_r uh|th_uhr s_uh|l_oo|sh_uh_n_z","I am con|vinced there are oth|er so|lu|tions","EMOTION","[""I"",""am"",""*convinced*"",""there"",""are"",""other"",""solutions.""]","[""I"",""am"",""con|vinced"",""there"",""are"",""oth|er"",""so|lu|tions""]","[""AY1"",""AE1_M"",""K_AH0_N|V_IH1_N_S_T"",""DH_EH1_R"",""AA1_R"",""AH1|DH_ER0"",""S_AH0|L_UW1|SH_AH0_N_Z""]","[""ay"",""a_m"",""k_uh_n|v_i_n_s_t"",""th_e_r"",""o_r"",""uh|th_uhr"",""s_uh|l_oo|sh_uh_n_z""]","IY2F6ZLOFVDUEX3UGFPTMMQ","F4/nnbyrhvqcq__F4_en-GB_t1_62.mp3","FEMALE"
"tqunkknjkc","null","[3]","[0]","null","It ends in *June*.","IH1_T EH1_N_D_Z IH0_N JH_UW1_N","i_t e_n_d_z i_n dj_oo_n","It ends in June","HIGHLIGHT","[""It"",""ends"",""in"",""*June*.""]","[""It"",""ends"",""in"",""June""]","[""IH1_T"",""EH1_N_D_Z"",""IH0_N"",""JH_UW1_N""]","[""i_t"",""e_n_d_z"",""i_n"",""dj_oo_n""]","IY2F6ZLOFVDUEX3UGFPTMNA","F4/tqunkknjkc__F4_en-GB_t1_64.mp3","FEMALE"
"cttqvneubu","null","[4]","[0]","null","It stands for human *resources*.","IH1_T S_T_AE1_N_D_Z F_AO1_R HH_Y_UW1|M_AH0_N R_IY1|S_AO0_R|S_IH0_Z","i_t s_t_a_n_d_z f_aw_r h_y_oo|m_uh_n r_ee|s_aw_r|s_i_z","It stands for hu|man re|sour|ces","HIGHLIGHT","[""It"",""stands"",""for"",""human"",""*resources*.""]","[""It"",""stands"",""for"",""hu|man"",""re|sour|ces""]","[""IH1_T"",""S_T_AE1_N_D_Z"",""F_AO1_R"",""HH_Y_UW1|M_AH0_N"",""R_IY1|S_AO0_R|S_IH0_Z""]","[""i_t"",""s_t_a_n_d_z"",""f_aw_r"",""h_y_oo|m_uh_n"",""r_ee|s_aw_r|s_i_z""]","IY2F6ZLOFVDUEX3UGFPTMNQ","F4/cttqvneubu__F4_en-GB_t1_66.mp3","FEMALE"
"ycafnhntcu","null","[3]","[0]","null","Well, we're running *ahead* of schedule!","W_EH1_L W_IY1_R R_AH1|N_IH0_NG AH0|HH_EH1_D AH1_V S_K_EH1|JH_UH0_L","w_e_l w_ee_r r_uh|n_i_ng uh|h_e_d uh_v s_k_e|dj_u_l","Well we're run|ning a|head of sched|ule","EMOTION","[""Well,"",""we''re"",""running"",""*ahead*"",""of"",""schedule!""]","[""Well"",""we''re"",""run|ning"",""a|head"",""of"",""sched|ule""]","[""W_EH1_L"",""W_IY1_R"",""R_AH1|N_IH0_NG"",""AH0|HH_EH1_D"",""AH1_V"",""S_K_EH1|JH_UH0_L""]","[""w_e_l"",""w_ee_r"",""r_uh|n_i_ng"",""uh|h_e_d"",""uh_v"",""s_k_e|dj_u_l""]","IY2F6ZLOFVDUEX3UGFPTMOA","F4/ycafnhntcu__F4_en-GB_t1_68.mp3","FEMALE"
"svmztqkbvn","null","[1]","[0]","null","You *might* want to tell your boss about it.","Y_UW1 M_AY1_T W_AA1_N_T T_UW1 T_EH1_L Y_AO1_R B_AA1_S AH0|B_AW1_T IH1_T","y_oo m_ay_t w_o_n_t t_oo t_e_l y_aw_r b_o_s uh|b_au_t i_t","You might want to tell your boss a|bout it","EMOTION","[""You"",""*might*"",""want"",""to"",""tell"",""your"",""boss"",""about"",""it.""]","[""You"",""might"",""want"",""to"",""tell"",""your"",""boss"",""a|bout"",""it""]","[""Y_UW1"",""M_AY1_T"",""W_AA1_N_T"",""T_UW1"",""T_EH1_L"",""Y_AO1_R"",""B_AA1_S"",""AH0|B_AW1_T"",""IH1_T""]","[""y_oo"",""m_ay_t"",""w_o_n_t"",""t_oo"",""t_e_l"",""y_aw_r"",""b_o_s"",""uh|b_au_t"",""i_t""]","IY2F6ZLOFVDUEX3UGFPTOMA","F4/svmztqkbvn__F4_en-GB_t1_70.mp3","FEMALE"
"heecqffczg","null","[5]","[0]","null","No worries. It was a *pleasure* to meet you!","N_OW1 W_ER1|IY0_Z IH1_T W_AA1_Z AH0 P_L_EH1|ZH_ER0 T_UW1 M_IY1_T Y_UW1","n_ow w_uhr|ee_z i_t w_o_z uh p_l_e|j_uhr t_oo m_ee_t y_oo","No wor|ries It was a pleas|ure to meet you","EMOTION","[""No"",""worries."",""It"",""was"",""a"",""*pleasure*"",""to"",""meet"",""you!""]","[""No"",""wor|ries"",""It"",""was"",""a"",""pleas|ure"",""to"",""meet"",""you""]","[""N_OW1"",""W_ER1|IY0_Z"",""IH1_T"",""W_AA1_Z"",""AH0"",""P_L_EH1|ZH_ER0"",""T_UW1"",""M_IY1_T"",""Y_UW1""]","[""n_ow"",""w_uhr|ee_z"",""i_t"",""w_o_z"",""uh"",""p_l_e|j_uhr"",""t_oo"",""m_ee_t"",""y_oo""]","IY2F6ZLOFVDUEX3UGFPTOMQ","F4/heecqffczg__F4_en-GB_t1_72.mp3","FEMALE"
"wtzjkjbcqh","null","[4]","[0]","null","No, it's on the *first* floor.","N_OW1 IH1_T_S AA1_N DH_AH0 F_ER1_S_T F_L_AO1_R","n_ow i_t_s o_n th_uh f_uhr_s_t f_l_aw_r","No it's on the first floor","CORRECTION","[""No,"",""it''s"",""on"",""the"",""*first*"",""floor.""]","[""No"",""it''s"",""on"",""the"",""first"",""floor""]","[""N_OW1"",""IH1_T_S"",""AA1_N"",""DH_AH0"",""F_ER1_S_T"",""F_L_AO1_R""]","[""n_ow"",""i_t_s"",""o_n"",""th_uh"",""f_uhr_s_t"",""f_l_aw_r""]","IY2F6ZLOFVDUEX3UGFPTONA","F4/wtzjkjbcqh__F4_en-GB_t1_74.mp3","FEMALE"
"wtzjkjbcqh","null","[4]","null","null","No, it's on the *first* floor.","N_OW1 IH1_T_S AA1_N DH_AH0 F_ER1_S_T F_L_AO1_R","n_ow i_t_s o_n th_uh f_uhr_s_t f_l_aw_r","No it's on the first floor","CORRECTION","[""No,"",""it''s"",""on"",""the"",""*first*"",""floor.""]","[""No"",""it''s"",""on"",""the"",""first"",""floor""]","[""N_OW1"",""IH1_T_S"",""AA1_N"",""DH_AH0"",""F_ER1_S_T"",""F_L_AO1_R""]","[""n_ow"",""i_t_s"",""o_n"",""th_uh"",""f_uhr_s_t"",""f_l_aw_r""]","IY2F6ZLOFVDUEX3UGFPTONA","F4/wtzjkjbcqh__F4_en-GB_t1_74.mp3","FEMALE"
"mqfmzrfars","null","[1]","[0]","null","I'm *sorry* but my wifi isn't great.","AY1_M S_AA1|R_IY0 B_AH1_T M_AY1 W_AY1|F_AY2 IH1|Z_AH0_N_T G_R_EY1_T","ay_m s_o|r_ee b_uh_t m_ay w_ay|f_ay i|z_uh_n_t g_r_ey_t","I'm sor|ry but my wi|fi is|n't great","EMOTION","[""I''m"",""*sorry*"",""but"",""my"",""wifi"",""isn''t"",""great.""]","[""I''m"",""sor|ry"",""but"",""my"",""wi|fi"",""is|n''t"",""great""]","[""AY1_M"",""S_AA1|R_IY0"",""B_AH1_T"",""M_AY1"",""W_AY1|F_AY2"",""IH1|Z_AH0_N_T"",""G_R_EY1_T""]","[""ay_m"",""s_o|r_ee"",""b_uh_t"",""m_ay"",""w_ay|f_ay"",""i|z_uh_n_t"",""g_r_ey_t""]","IY2F6ZLOFVDUEX3UGFPTONQ","F4/mqfmzrfars__F4_en-GB_t1_76.mp3","FEMALE"
"mqfmzrfars","null","[1]","null","null","I'm *sorry* but my wifi isn't great.","AY1_M S_AA1|R_IY0 B_AH1_T M_AY1 W_AY1|F_AY2 IH1|Z_AH0_N_T G_R_EY1_T","ay_m s_o|r_ee b_uh_t m_ay w_ay|f_ay i|z_uh_n_t g_r_ey_t","I'm sor|ry but my wi|fi is|n't great","EMOTION","[""I''m"",""*sorry*"",""but"",""my"",""wifi"",""isn''t"",""great.""]","[""I''m"",""sor|ry"",""but"",""my"",""wi|fi"",""is|n''t"",""great""]","[""AY1_M"",""S_AA1|R_IY0"",""B_AH1_T"",""M_AY1"",""W_AY1|F_AY2"",""IH1|Z_AH0_N_T"",""G_R_EY1_T""]","[""ay_m"",""s_o|r_ee"",""b_uh_t"",""m_ay"",""w_ay|f_ay"",""i|z_uh_n_t"",""g_r_ey_t""]","IY2F6ZLOFVDUEX3UGFPTONQ","F4/mqfmzrfars__F4_en-GB_t1_76.mp3","FEMALE"
"vsqnvtntxg","null","[3]","[0]","null","We got a *lot* done today.","W_IY1 G_AA1_T AH0 L_AA1_T D_AH1_N T_AH0|D_EY1","w_ee g_o_t uh l_o_t d_uh_n t_uh|d_ey","We got a lot done to|day","EMOTION","[""We"",""got"",""a"",""*lot*"",""done"",""today.""]","[""We"",""got"",""a"",""lot"",""done"",""to|day""]","[""W_IY1"",""G_AA1_T"",""AH0"",""L_AA1_T"",""D_AH1_N"",""T_AH0|D_EY1""]","[""w_ee"",""g_o_t"",""uh"",""l_o_t"",""d_uh_n"",""t_uh|d_ey""]","IY2F6ZLOFVDUEX3UGFPTOOA","F4/vsqnvtntxg__F4_en-GB_t1_78.mp3","FEMALE"
"vsqnvtntxg","null","[3]","null","null","We got a *lot* done today.","W_IY1 G_AA1_T AH0 L_AA1_T D_AH1_N T_AH0|D_EY1","w_ee g_o_t uh l_o_t d_uh_n t_uh|d_ey","We got a lot done to|day","EMOTION","[""We"",""got"",""a"",""*lot*"",""done"",""today.""]","[""We"",""got"",""a"",""lot"",""done"",""to|day""]","[""W_IY1"",""G_AA1_T"",""AH0"",""L_AA1_T"",""D_AH1_N"",""T_AH0|D_EY1""]","[""w_ee"",""g_o_t"",""uh"",""l_o_t"",""d_uh_n"",""t_uh|d_ey""]","IY2F6ZLOFVDUEX3UGFPTOOA","F4/vsqnvtntxg__F4_en-GB_t1_78.mp3","FEMALE"
"hxjhcwysjx","null","[2]","[0]","null","I would *love* to work with you!","AY1 W_UH1_D L_AH1_V T_UW1 W_ER1_K W_IH1_DH Y_UW1","ay w_u_d l_uh_v t_oo w_uhr_k w_i_th y_oo","I would love to work with you","EMOTION","[""I"",""would"",""*love*"",""to"",""work"",""with"",""you!""]","[""I"",""would"",""love"",""to"",""work"",""with"",""you""]","[""AY1"",""W_UH1_D"",""L_AH1_V"",""T_UW1"",""W_ER1_K"",""W_IH1_DH"",""Y_UW1""]","[""ay"",""w_u_d"",""l_uh_v"",""t_oo"",""w_uhr_k"",""w_i_th"",""y_oo""]","IY2F6ZLOFVDUEX3UGFPTQ","F4/hxjhcwysjx__F4_en-GB_t1_8.mp3","FEMALE"
"bcmuejunsy","null","[4]","[0]","null","Hello, my name is *Alex* and I work in sales.","HH_AH0|L_OW1 M_AY1 N_EY1_M IH1_Z AE1|L_AH0_K_S AH0_N_D AY1 W_ER1_K IH0_N S_EY1_L_Z","h_uh|l_ow m_ay n_ey_m i_z a|l_uh_k_s uh_n_d ay w_uhr_k i_n s_ey_l_z","Hel|lo my name is Al|ex and I work in sales","HIGHLIGHT","[""Hello,"",""my"",""name"",""is"",""*Alex*"",""and"",""I"",""work"",""in"",""sales.""]","[""Hel|lo"",""my"",""name"",""is"",""Al|ex"",""and"",""I"",""work"",""in"",""sales""]","[""HH_AH0|L_OW1"",""M_AY1"",""N_EY1_M"",""IH1_Z"",""AE1|L_AH0_K_S"",""AH0_N_D"",""AY1"",""W_ER1_K"",""IH0_N"",""S_EY1_L_Z""]","[""h_uh|l_ow"",""m_ay"",""n_ey_m"",""i_z"",""a|l_uh_k_s"",""uh_n_d"",""ay"",""w_uhr_k"",""i_n"",""s_ey_l_z""]","IY2F6ZLOFVDUEX3UGFPTQMA","F4/bcmuejunsy__F4_en-GB_t1_80.mp3","FEMALE"
"qyrwgmvxyu","null","[2]","[0]","null","Would a *junior* candidate be a good fit?","W_UH1_D AH0 JH_UW1_N|Y_ER0 K_AE1_N|D_AH0|D_EY0_T B_IY1 AH0 G_UH1_D F_IH1_T","w_u_d uh dj_oo_n|y_uhr k_a_n|d_uh|d_ey_t b_ee uh g_u_d f_i_t","Would a jun|ior can|di|date be a good fit","HIGHLIGHT","[""Would"",""a"",""*junior*"",""candidate"",""be"",""a"",""good"",""fit?""]","[""Would"",""a"",""jun|ior"",""can|di|date"",""be"",""a"",""good"",""fit""]","[""W_UH1_D"",""AH0"",""JH_UW1_N|Y_ER0"",""K_AE1_N|D_AH0|D_EY0_T"",""B_IY1"",""AH0"",""G_UH1_D"",""F_IH1_T""]","[""w_u_d"",""uh"",""dj_oo_n|y_uhr"",""k_a_n|d_uh|d_ey_t"",""b_ee"",""uh"",""g_u_d"",""f_i_t""]","IY2F6ZLOFVDUEX3UGFPTQMQ","F4/qyrwgmvxyu__F4_en-GB_t1_82.mp3","FEMALE"
"tgjmshhguw","null","[1]","[0]","null","One *hundred* percent.","W_AH1_N HH_AH1_N|D_R_AH0_D P_ER0|S_EH1_N_T","w_uh_n h_uh_n|d_r_uh_d p_uhr|s_e_n_t","One hun|dred per|cent","EMOTION","[""One"",""*hundred*"",""percent.""]","[""One"",""hun|dred"",""per|cent""]","[""W_AH1_N"",""HH_AH1_N|D_R_AH0_D"",""P_ER0|S_EH1_N_T""]","[""w_uh_n"",""h_uh_n|d_r_uh_d"",""p_uhr|s_e_n_t""]","IY2F6ZLOFVDUEX3UGFPTQNA","F4/tgjmshhguw__F4_en-GB_t1_84.mp3","FEMALE"
"tgjmshhguw","null","[1]","null","null","One *hundred* percent.","W_AH1_N HH_AH1_N|D_R_AH0_D P_ER0|S_EH1_N_T","w_uh_n h_uh_n|d_r_uh_d p_uhr|s_e_n_t","One hun|dred per|cent","EMOTION","[""One"",""*hundred*"",""percent.""]","[""One"",""hun|dred"",""per|cent""]","[""W_AH1_N"",""HH_AH1_N|D_R_AH0_D"",""P_ER0|S_EH1_N_T""]","[""w_uh_n"",""h_uh_n|d_r_uh_d"",""p_uhr|s_e_n_t""]","IY2F6ZLOFVDUEX3UGFPTQNA","F4/tgjmshhguw__F4_en-GB_t1_84.mp3","FEMALE"
"qwjyzqgnkh","null","[5]","[0]","null","No, they're going on strike *today*.","N_OW1 DH_EH1_R G_OW1|IH0_NG AA1_N S_T_R_AY1_K T_AH0|D_EY1","n_ow th_e_r g_ow|i_ng o_n s_t_r_ay_k t_uh|d_ey","No they're go|ing on strike to|day","CORRECTION","[""No,"",""they''re"",""going"",""on"",""strike"",""*today*.""]","[""No"",""they''re"",""go|ing"",""on"",""strike"",""to|day""]","[""N_OW1"",""DH_EH1_R"",""G_OW1|IH0_NG"",""AA1_N"",""S_T_R_AY1_K"",""T_AH0|D_EY1""]","[""n_ow"",""th_e_r"",""g_ow|i_ng"",""o_n"",""s_t_r_ay_k"",""t_uh|d_ey""]","IY2F6ZLOFVDUEX3UGFPTQNQ","F4/qwjyzqgnkh__F4_en-GB_t1_86.mp3","FEMALE"
"nybthgqhun","null","[3]","[0]","null","Hello, this is *Alex* from Sales.","HH_AH0|L_OW1 DH_IH1_S IH1_Z AE1|L_AH0_K_S F_R_AH1_M S_EY1_L_Z","h_uh|l_ow th_i_s i_z a|l_uh_k_s f_r_uh_m s_ey_l_z","Hel|lo this is Al|ex from Sales","HIGHLIGHT","[""Hello,"",""this"",""is"",""*Alex*"",""from"",""Sales.""]","[""Hel|lo"",""this"",""is"",""Al|ex"",""from"",""Sales""]","[""HH_AH0|L_OW1"",""DH_IH1_S"",""IH1_Z"",""AE1|L_AH0_K_S"",""F_R_AH1_M"",""S_EY1_L_Z""]","[""h_uh|l_ow"",""th_i_s"",""i_z"",""a|l_uh_k_s"",""f_r_uh_m"",""s_ey_l_z""]","IY2F6ZLOFVDUEX3UGFPTQOA","F4/nybthgqhun__F4_en-GB_t1_88.mp3","FEMALE"
"rxrnbggrnv","null","[5]","[0]","null","Can I speak with Mrs *Diaz*?","K_AE1_N AY1 S_P_IY1_K W_IH1_DH M_IH1|S_IH0_Z D_IY1|AE2_Z","k_a_n ay s_p_ee_k w_i_th m_i|s_i_z d_ee|a_z","Can I speak with mis|ses Di|az","HIGHLIGHT","[""Can"",""I"",""speak"",""with"",""Mrs"",""*Diaz*?""]","[""Can"",""I"",""speak"",""with"",""mis|ses"",""Di|az""]","[""K_AE1_N"",""AY1"",""S_P_IY1_K"",""W_IH1_DH"",""M_IH1|S_IH0_Z"",""D_IY1|AE2_Z""]","[""k_a_n"",""ay"",""s_p_ee_k"",""w_i_th"",""m_i|s_i_z"",""d_ee|a_z""]","IY2F6ZLOFVDUEX3UGFPTSMA","F4/rxrnbggrnv__F4_en-GB_t1_90.mp3","FEMALE"
"jscgsnbrch","null","[2]","[0]","null","Thank you *Lucy*.","TH_AE1_NG_K Y_UW1 L_UW1|S_IY0","th_a_ng_k y_oo l_oo|s_ee","Thank you Lu|cy","null","[""Thank"",""you"",""*Lucy*.""]","[""Thank"",""you"",""Lu|cy""]","[""TH_AE1_NG_K"",""Y_UW1"",""L_UW1|S_IY0""]","[""th_a_ng_k"",""y_oo"",""l_oo|s_ee""]","IY2F6ZLOFVDUEX3UGFPTSMQ","F4/jscgsnbrch__F4_en-GB_t1_92.mp3","FEMALE"
"fbfagjuxgn","null","[4]","null","null","I'm good, how are *you*?","AY1_M G_UH1_D HH_AW1 AA1_R Y_UW1","ay_m g_u_d h_au o_r y_oo","I'm good how are you","EMOTION","[""I''m"",""good,"",""how"",""are"",""*you*?""]","[""I''m"",""good"",""how"",""are"",""you""]","[""AY1_M"",""G_UH1_D"",""HH_AW1"",""AA1_R"",""Y_UW1""]","[""ay_m"",""g_u_d"",""h_au"",""o_r"",""y_oo""]","IY2F6ZLOFVDUEX3UGFPTSNA","F4/fbfagjuxgn__F4_en-GB_t1_94.mp3","FEMALE"
"fbfagjuxgn","null","[4]","[0]","null","I'm good, how are *you*?","AY1_M G_UH1_D HH_AW1 AA1_R Y_UW1","ay_m g_u_d h_au o_r y_oo","I'm good how are you","EMOTION","[""I''m"",""good,"",""how"",""are"",""*you*?""]","[""I''m"",""good"",""how"",""are"",""you""]","[""AY1_M"",""G_UH1_D"",""HH_AW1"",""AA1_R"",""Y_UW1""]","[""ay_m"",""g_u_d"",""h_au"",""o_r"",""y_oo""]","IY2F6ZLOFVDUEX3UGFPTSNA","F4/fbfagjuxgn__F4_en-GB_t1_94.mp3","FEMALE"
"fbfagjuxgn","null","[4]","[0]","null","I'm good, how are *you*?","AY1_M G_UH1_D HH_AW1 AA1_R Y_UW1","ay_m g_u_d h_au o_r y_oo","I'm good how are you","EMOTION","[""I''m"",""good,"",""how"",""are"",""*you*?""]","[""I''m"",""good"",""how"",""are"",""you""]","[""AY1_M"",""G_UH1_D"",""HH_AW1"",""AA1_R"",""Y_UW1""]","[""ay_m"",""g_u_d"",""h_au"",""o_r"",""y_oo""]","IY2F6ZLOFVDUEX3UGFPTSNA","F4/fbfagjuxgn__F4_en-GB_t1_94.mp3","FEMALE"
"fbfagjuxgn","null","[4]","null","null","I'm good, how are *you*?","AY1_M G_UH1_D HH_AW1 AA1_R Y_UW1","ay_m g_u_d h_au o_r y_oo","I'm good how are you","EMOTION","[""I''m"",""good,"",""how"",""are"",""*you*?""]","[""I''m"",""good"",""how"",""are"",""you""]","[""AY1_M"",""G_UH1_D"",""HH_AW1"",""AA1_R"",""Y_UW1""]","[""ay_m"",""g_u_d"",""h_au"",""o_r"",""y_oo""]","IY2F6ZLOFVDUEX3UGFPTSNA","F4/fbfagjuxgn__F4_en-GB_t1_94.mp3","FEMALE"
"xjmgruwkjq","null","[3]","[0]","null","When are you *available* for a meeting?","W_EH1_N AA1_R Y_UW1 AH0|V_EY1|L_AH0|B_AH0_L F_AO1_R AH0 M_IY1|T_IH0_NG","w_e_n o_r y_oo uh|v_ey|l_uh|b_uh_l f_aw_r uh m_ee|t_i_ng","When are you a|vail|a|ble for a meet|ing","HIGHLIGHT","[""When"",""are"",""you"",""*available*"",""for"",""a"",""meeting?""]","[""When"",""are"",""you"",""a|vail|a|ble"",""for"",""a"",""meet|ing""]","[""W_EH1_N"",""AA1_R"",""Y_UW1"",""AH0|V_EY1|L_AH0|B_AH0_L"",""F_AO1_R"",""AH0"",""M_IY1|T_IH0_NG""]","[""w_e_n"",""o_r"",""y_oo"",""uh|v_ey|l_uh|b_uh_l"",""f_aw_r"",""uh"",""m_ee|t_i_ng""]","IY2F6ZLOFVDUEX3UGFPTSNQ","F4/xjmgruwkjq__F4_en-GB_t1_96.mp3","FEMALE"
